_id,name,pos_id
nurokind-next-capsule-10-s,Nurokind Next Capsule 10-S,16618
nurokind-od-injection-1ml,Nurokind OD Injection 1ml,16580
nurokind-z-more-tablet-10-s,NUROKIND Z MORE Tablet 10-s,107574
nurostar-c1-injection-1-s,NUROSTAR C1 Injection 1-s,100794
nurotide-lc-tablet-10-s,Nurotide LC Tablet 10-S,95230
nusam-200mg-tablet-10-s,Nusam 200mg Tablet 10-S,97544
nutricell-capsule-10-s,Nutricell Capsule 10-S,21117
nutrika-tablet-10-s,Nutrika Tablet 10-S,106676
nutrikit-tablet-15-s,NUTRIKIT Tablet 15-s,91282
nutrolin-b-plus-new-capsule-15-s,Nutrolin B Plus New Capsule 15-S,1637
nuzevita-tablet-10-s,Nuzevita Tablet 10-S,108321
o-berry-0-3mg-tablet-10-s,O Berry 0.3mg Tablet 10-S,105406
o-berry-m-0-3mg-tablet-10-s,O Berry M 0.3mg Tablet 10-S,105407
o2-bact-cream-5gm,O2 BACT Cream 5gm,98744
o2-derm-new-lavender-fragrance-cream-15gm,O2 Derm New Lavender Fragrance Cream 15gm,93645
o2-tablet-10-s,O2 Tablet 10-S,7814
oa-care-capsule-10-s,OA CARE Capsule 10-s,103133
obetohep-10mg-tablet-10-s,OBETOHEP 10mg Tablet 10-s,106915
obetohep-5mg-tablet-10-s,OBETOHEP 5mg Tablet 10-s,106914
obimet-250mg-tablet-10-s,OBIMET 250mg Tablet 10-s,107344
obimet-gx1-tablet-15-s,Obimet Gx1 Tablet 15-S,4348
obimet-gx2-tablet-15-s,Obimet Gx2 Tablet 15-S,4347
obimet-sr-500mg-tablet-15-s,Obimet SR 500mg Tablet 15-S,4360
oboravo-25-tablet-10-s,OBORAVO 25 Tablet 10-s,107739
ocabile-10-tablet-10-s,OCABILE 10 Tablet 10-s,110013
ocabile-5-tablet-10-s,OCABILE 5 Tablet 10-s,108020
ocium-500mg-tablet-15-s,Ocium 500mg Tablet 15-S,2685
octenoxa-gargle-60ml,OCTENOXA Gargle 60ml,108690
octenoxa-gel-20gm,OCTENOXA Gel 20gm,106996
ocugold-plus-tablet-10-s,Ocugold Plus Tablet 10-S,13631
oculate-eye-drops-5ml,OCULATE Eye Drops 5ml,108244
ocupol-dx-eye-ointment-5gm,Ocupol DX Eye Ointment 5gm,96483
ocupol-eye-ear-drop-5ml,Ocupol Eye Ear Drop 5ml,11104
ocupol-eye-ointment-5gm,Ocupol Eye Ointment 5gm,11109
ocurest-ah-eye-drops-10ml,Ocurest AH Eye Drops 10ml,11116
ocuvir-dt-400mg-tablet-5-s,Ocuvir DT 400mg Tablet 5-S,8646
ocuvir-dt-800mg-tablet-5-s,Ocuvir DT 800mg Tablet 5-S,8651
ocuvir-eye-ointment-5gm,Ocuvir Eye Ointment 5gm,8659
ocuvir-skin-cream-10gm,OCUVIR SKIN Cream 10gm,8647
ocuvir-sr-1-2gm-tablet-3-s,Ocuvir SR 1.2Gm Tablet 3-S,104347
odastin-m-tablet-10-s,ODASTIN M Tablet 10-s,106702
odirab-20mg-tablet-10-s,Odirab 20mg Tablet 10-S,8690
odoxil-500mg-tablet-10-s,Odoxil 500mg Tablet 10-S,3947
oflacin-eye-ear-drops-5ml,Oflacin Eye/Ear Drops 5ml,2682
oflofine-oz-tablet-10-s,Oflofine OZ Tablet 10-S,2391
oflomac-100mg-tablet-10-s,Oflomac 100mg Tablet 10-S,2304
oflomac-200mg-tablet-10-s,Oflomac 200mg Tablet 10-S,2305
oflomac-300mg-tablet-10-s,Oflomac 300mg Tablet 10-S,2344
oflomac-400mg-tablet-10-s,Oflomac 400mg Tablet 10-S,2307
oflomac-tz-tablet-10-s,Oflomac TZ Tablet 10-S,2339
oflox-200mg-tablet-10-s,Oflox 200mg Tablet 10-S,17365
oflox-400mg-tablet-10-s,Oflox 400mg Tablet 10-S,17366
oflox-eye-ear-drops-5ml,Oflox Eye/Ear Drops 5ml,17340
oflox-oz-tablet-10-s,Oflox OZ Tablet 10-S,17367
oflox-tz-tablet-10-s,Oflox TZ Tablet 10-S,17368
oford-lb-tablet-10-s,Oford LB Tablet 10-S,7519
ofron-d-eye-ear-drops-10ml,OFRON D Eye/Ear Drops 10ml,108206
og-3-veg-softgel-10-s,OG 3 Veg Softgel 10-S,10304
oh-d3-drops-30ml,OH D3 Drops 30ml,91721
oh-d3-plus-drops-30ml,Oh D3 Plus Drops 30ml,103441
ojen-200mg-tablet-10-s,Ojen 200mg Tablet 10-S,100478
ojen-suspension-60ml,Ojen Suspension 60ml,93763
okamet-500-tablet-20-s,Okamet 500 Tablet 20-S,103804
olcure-20-tablet-15-s,OLCURE 20 Tablet 15-s,52216
olcure-40-tablet-15-s,OLCURE 40 Tablet 15-s,52218
olcure-am-20-tablet-15-s,OLCURE AM 20 Tablet 15-s,107330
olcure-am-40-tablet-15-s,OLCURE AM 40 Tablet 15-s,107331
olcure-h-20-tablet-15-s,OLCURE H 20 Tablet 15-s,52217
olficef-tablet-10-s,Olficef Tablet 10-S,91690
oligocare-forte-tablet-15-s,OLIGOCARE FORTE Tablet 15-s,20135
oligocare-tablet-15-s,Oligocare Tablet 15-S,20128
olitaz-7-5mg-tablet-10-s,Olitaz 7.5Mg Tablet 10-s,102865
olmat-20mg-tablet-10-s,Olmat 20mg Tablet 10-S,8745
olmat-40mg-tablet-10-s,Olmat 40mg Tablet 10-S,8746
olmat-h-40mg-tablet-10-s,Olmat H 40mg Tablet 10-S,8748
olmat-mt-50mg-tablet-7-s,Olmat MT 50mg Tablet 7-S,91834
olmax-20mg-tablet-15-s,Olmax 20mg Tablet 15-S,17631
olmax-3d-20mg-tablet-10-s,Olmax 3D 20mg Tablet 10-S,17634
olmax-3d-40mg-tablet-10-s,Olmax 3D 40mg Tablet 10-S,17635
olmax-40mg-tablet-15-s,Olmax 40mg Tablet 15-S,17632
olmax-am-40mg-tablet-15-s,Olmax AM 40mg Tablet 15-S,17630
olmecip-20mg-tablet-10-s,Olmecip 20mg Tablet 10-S,37800
olmecip-40mg-tablet-10-s,Olmecip 40mg Tablet 10-S,37810
olmecip-h-20mg-tablet-10-s,Olmecip H 20mg Tablet 10-S,98995
olmesar-10mg-tablet-15-s,Olmesar 10mg Tablet 15-S,44714
olmesar-20mg-tablet-15-s,Olmesar 20mg Tablet 15-S,2395
olmesar-40mg-tablet-15-s,Olmesar 40mg Tablet 15-S,2396
olmesar-a-20mg-tablet-15-s,Olmesar A 20mg Tablet 15-S,2394
olmesar-h-20mg-tablet-15-s,Olmesar H 20mg Tablet 15-S,2389
olmesar-h-40mg-tablet-15-s,Olmesar H 40mg Tablet 15-S,2397
olmetime-20mg-tablet-10-s,Olmetime 20mg Tablet 10-S,16306
olmetime-40mg-tablet-10-s,Olmetime 40mg Tablet 10-S,16307
olmetime-am-20mg-tablet-10-s,Olmetime AM 20mg Tablet 10-S,16589
olmetime-am-40mg-tablet-10-s,Olmetime AM 40mg Tablet 10-S,16590
olmetime-amh-20mg-tablet-10-s,Olmetime Amh 20mg Tablet 10-S,34304
olmetime-ct-20mg-tablet-10-s,OLMETIME CT 20mg Tablet 10-s,104088
olmetime-h-20mg-tablet-10-s,Olmetime H 20mg Tablet 10-S,16325
olmetime-h-40mg-tablet-10-s,Olmetime H 40mg Tablet 10-S,16326
olmetop-20-ct-tablet-15-s,OLMETOP 20 CT Tablet 15-s,96062
olmetop-40-ct-tablet-10-s,Olmetop 40 CT Tablet 10-S,96066
olmetor-20mg-tablet-10-s,Olmetor 20mg Tablet 10-S,94701
olmetor-40mg-tablet-10-s,Olmetor 40mg Tablet 10-S,94702
olmetor-am-40mg-tablet-10-s,Olmetor AM 40mg Tablet 10-S,109242
olmetor-ch-20mg-tablet-10-s,Olmetor CH 20mg Tablet 10-S,94696
olmetrack-20mg-tablet-10-s,Olmetrack 20mg Tablet 10-S,18556
olmetrack-40mg-tablet-10-s,Olmetrack 40mg Tablet 10-S,18557
olmetrack-am-tablet-10-s,Olmetrack AM Tablet 10-S,2190
olmetrack-ct-6-25mg-tablet-10-s,Olmetrack CT 6.25mg Tablet 10-S,103259
olmetrack-h-40mg-tablet-10-s,Olmetrack H 40mg Tablet 10-S,18526
olmezest-10mg-tablet-10-s,Olmezest 10mg Tablet 10-S,5132
olmezest-20mg-tablet-10-s,Olmezest 20mg Tablet 10-S,5745
olmezest-40mg-tablet-10-s,Olmezest 40mg Tablet 10-S,6667
olmezest-am-40mg-tablet-10-s,Olmezest AM 40mg Tablet 10-S,97536
olmezest-beta-25mg-tablet-10-s,Olmezest Beta 25mg Tablet 10-S,5732
olmezest-beta-50mg-tablet-10-s,Olmezest Beta 50mg Tablet 10-S,100378
olmezest-ch-20mg-tablet-10-s,Olmezest CH 20mg Tablet 10-S,100375
olmezest-ch-40mg-tablet-10-s,Olmezest CH 40mg Tablet 10-S,100376
olmezest-h-20mg-tablet-10-s,Olmezest H 20mg Tablet 10-S,5892
olmezest-h-40mg-tablet-10-s,Olmezest H 40mg Tablet 10-S,5732
olmidip-40-h-tablet-10-s,OLMIDIP 40 H Tablet 10-s,103942
olmighty-20mg-tablet-10-s,Olmighty 20mg Tablet 10-S,3068
olmighty-40mg-tablet-10-s,Olmighty 40mg Tablet 10-S,1058
olmighty-am-tablet-10-s,Olmighty AM Tablet 10-S,1059
olmin-10mg-tablet-10-s,Olmin 10mg Tablet 10-S,30489
olmin-20mg-tablet-10-s,Olmin 20mg Tablet 10-S,30467
olmin-40mg-tablet-10-s,Olmin 40mg Tablet 10-S,30469
olmin-a-20mg-tablet-10-s,Olmin A 20mg Tablet 10-S,30486
olmin-ch-20mg-tablet-10-s,Olmin CH 20mg Tablet 10-S,91667
olmin-h-40mg-tablet-10-s,Olmin H 40mg Tablet 10-S,30470
olminir-h-20-tablet-10-s,OLMINIR H 20 Tablet 10-s,30471
olmy-10mg-tablet-10-s,Olmy 10mg Tablet 10-S,5963
olmy-20mg-tablet-10-s,Olmy 20mg Tablet 10-S,1036
olmy-40mg-tablet-10-s,Olmy 40mg Tablet 10-S,5963
olopat-bak-free-eye-drops-5ml,OLOPAT BAK FREE Eye Drops 5ml,13606
olsar-20mg-tablet-15-s,Olsar 20mg Tablet 15-S,5609
olsar-40mg-tablet-10-s,Olsar 40mg Tablet 10-S,5799
olsar-ch-20-6-25mg-tablet-10-s,Olsar CH 20/6.25mg Tablet 10-S,103158
olsar-ch-40-12-5mg-tablet-10-s,Olsar CH 40/12.5mg Tablet 10-S,103159
olsar-h-40mg-tablet-10-s,Olsar H 40mg Tablet 10-S,5788
olsar-m-25mg-tablet-10-s,Olsar M 25mg Tablet 10-S,5638
olsertain-40mg-tablet-15-s,Olsertain 40mg Tablet 15-S,97972
olsertain-am-tablet-15-s,Olsertain AM Tablet 15-S,97973
olsertain-h-20mg-tablet-15-s,Olsertain H 20mg Tablet 15-S,97976
olvance-20mg-tablet-10-s,Olvance 20mg Tablet 10-S,585
olvance-40mg-tablet-10-s,Olvance 40mg Tablet 10-S,591
olvance-am-20mg-tablet-10-s,Olvance AM 20mg Tablet 10-S,93789
olvance-am-40mg-tablet-10-s,Olvance AM 40mg Tablet 10-S,93791
olvance-ct-20mg-tablet-10-s,Olvance CT 20mg Tablet 10-S,93790
olvance-h-20mg-tablet-10-s,Olvance H 20mg Tablet 10-S,592
olvance-h-40mg-tablet-10-s,Olvance H 40mg Tablet 10-S,593
olvance-m-25mg-tablet-10-s,Olvance M 25mg Tablet 10-S,98760
olzox-20mg-tablet-10-s,Olzox 20mg Tablet 10-S,100948
olzox-40-tablet-15-s,OLZOX 40 Tablet 15-s,106319
omd-capsule-10-s,OMD Capsule 10-S,18222
omee-20mg-capsule-20-s,Omee 20mg Capsule 20-S,101345
omez-10mg-capsule-15-s,Omez 10mg Capsule 15-S,2404
omez-20mg-capsule-20-s,Omez 20mg Capsule 20-S,2405
omez-40mg-injection-1-s,Omez 40mg Injection 1-s,2499
omez-40mg-tablet-10-s,Omez 40mg Tablet 10-S,2484
omez-d-sr-capsule-15-s,Omez D SR Capsule 15-S,2495
omiflux-capsule-10-s,Omiflux Capsule 10-S,2751
omigift-20-tablet-10-s,OMIGIFT 20 Tablet 10-s,108291
omnacortil-30mg-tablet-10-s,Omnacortil 30mg Tablet 10-S,44518
omni-hot-gel-30gm,Omni Hot Gel 30gm,108173
omnicef-1gm-injection-1-s,Omnicef 1gm Injection 1-s,94786
omnicef-500mg-injection-1-s,Omnicef 500mg Injection 1-s,93547
omnicef-o-200mg-tablet-10-s,Omnicef O 200mg Tablet 10-S,10550
omnicef-o-dt-100mg-tablet-10-s,Omnicef O DT 100mg Tablet 10-S,10549
omnitan-25mg-tablet-15-s,Omnitan 25mg Tablet 15-S,2376
omnitan-50mg-tablet-15-s,Omnitan 50mg Tablet 15-S,2377
omnitan-h-tablet-15-s,Omnitan H Tablet 15-S,2375
omnix-100mg-dry-syrup-30ml,Omnix 100mg Dry Syrup 30ml,18676
omnix-50-strawberry-flavour-dry-syrup-30ml,Omnix 50 Strawberry Flavour Dry Syrup 30ml,18652
omnix-cv-200mg-tablet-10-s,Omnix CV 200mg Tablet 10-S,18660
omnix-dt-100mg-tablet-10-s,Omnix DT 100mg Tablet 10-S,18658
omnix-dt-200mg-tablet-10-s,Omnix DT 200mg Tablet 10-S,18659
omnix-dt-50mg-tablet-10-s,Omnix DT 50mg Tablet 10-S,108848
omnix-o-tablet-10-s,Omnix O Tablet 10-S,18661
one-up-gold-d-tablet-10-s,ONE UP Gold D Tablet 10-S,104043
onglyza-2-5mg-tablet-14-s,Onglyza 2.5mg Tablet 14-S,103003
onglyza-5mg-tablet-14-s,Onglyza 5mg Tablet 14-S,11211
onoff-200mg-tablet-10-s,Onoff 200mg Tablet 10-S,110293
onoff-oz-tablet-10-s,Onoff OZ Tablet 10-S,106974
open-up-150-tablet-10-s,OPEN UP 150 Tablet 10-s,104437
open-up-300-tablet-10-s,OPEN UP 300 Tablet 10-s,104438
optidoz-tablet-10-s,Optidoz Tablet 10-S,96018
optineuron-forte-tablet-10-s,Optineuron Forte Tablet 10-S,375
optogest-200mg-tablet-10-s,Optogest 200mg Tablet 10-S,110370
orafrend-tooth-paste-100gm,ORAFREND Tooth Paste 100gm,101111
orahex-dg-sugar-free-spearmint-flavour-oral-rinse-150ml,ORAHEX DG SUGAR FREE SPEARMINT FLAVOUR Oral Rinse 150ml,109934
oratil-250mg-tablet-10-s,Oratil 250mg Tablet 10-S,2542
ordent-tablet-10-s,Ordent Tablet 10-S,97958
orni-500mg-tablet-10-s,Orni 500mg Tablet 10-S,5962
orni-o-tablet-10-s,Orni O Tablet 10-S,5926
ornof-tablet-10-s,Ornof Tablet 10-S,7455
oro-cv-625mg-tablet-10-s,ORO CV 625mg Tablet 10-S,101640
orofer-fcm-1k-injection-20ml,Orofer FCM 1K Injection 20ml,100513
orofer-xt-oral-drop-15ml,Orofer XT Oral Drop 15ml,7106
orokinase-tablet-10-s,Orokinase Tablet 10-S,91916
orovit-active-tablet-10-s,Orovit Active Tablet 10-S,14250
orovit-drops-15ml,Orovit Drops 15ml,14205
orovit-syrup-200ml,Orovit Syrup 200ml,14204
orovit-tablet-10-s,Orovit Tablet 10-S,14203
orpenem-200mg-tablet-6-s,Orpenem 200mg Tablet 6-S,103647
ors-apple-flavour-syrup-200ml,ORS APPLE FLAVOUR Syrup 200ml,108685
orthoboon-sugar-free-banana-pineapple-flavour-sachet-12gm,Orthoboon Sugar Free Banana Pineapple Flavour Sachet 12Gm,93260
orthosenz-ointment-30gm,Orthosenz Ointment 30gm,96969
orty-orange-flavour-sachet-4-4gm,ORTY ORANGE FLAVOUR Sachet 4.4gm,104314
osicare-ds-tablet-10-s,Osicare DS Tablet 10-S,40852
osicare-plus-tablet-10-s,Osicare Plus Tablet 10-S,40889
ossivite-500mg-tablet-15-s,Ossivite 500mg Tablet 15-S,92033
ossopan-250mg-tablet-15-s,Ossopan 250mg Tablet 15-S,7593
ossopan-active-tablet-10-s,OSSOPAN ACTIVE Tablet 10-s,108265
ossopan-d-1000-tablet-10-s,Ossopan D 1000 Tablet 10-S,97738
ossopan-hd-tablet-10-s,Ossopan HD Tablet 10-S,91483
ossopan-mcm-tablet-30-s,Ossopan Mcm Tablet 30-S,21102
osteocync-tablet-10-s,OSTEOCYNC Tablet 10-s,108146
osteofit-c-capsule-10-s,Osteofit C Capsule 10-S,101222
otiflox-new-ear-drops-5ml,Otiflox New Ear Drops 5ml,107650
otocap-capsule-10-s,OTOCAP Capsule 10-s,106271
otocin-d-eye-ear-drops-5ml,Otocin D Eye/Ear Drops 5ml,103600
otodac-dx-ear-drops-5ml,Otodac DX Ear Drops 5ml,105555
ovabless-myo-orange-flavour-chewable-tablet-10-s,Ovabless Myo Orange Flavour Chewable Tablet 10-S,99326
ovabless-tablet-10-s,Ovabless Tablet 10-S,92057
ovacare-forte-tablet-12-s,Ovacare Forte Tablet 12-S,13252
ovacare-tablet-15-s,Ovacare Tablet 15-S,19395
ovalife-plus-tablet-10-s,Ovalife Plus Tablet 10-S,110457
ovalife-tablet-10-s,Ovalife Tablet 10-S,110456
ovazoa-m-capsule-10-s,Ovazoa M Capsule 10-S,103026
overzyme-tablet-10-s,OVERZYME Tablet 10-s,105309
ovigyn-d3-tablet-7-s,Ovigyn D3 Tablet 7-S,91736
oxalgin-dp-tablet-15-s,OXALGIN DP Tablet 15-s,5826
oxalgin-nano-gel-30gm,Oxalgin Nano Gel 30gm,733
oxalgin-nano-gel-50gm,Oxalgin Nano Gel 50gm,107529
oxidon-plus-capsule-10-s,Oxidon Plus Capsule 10-S,30713
oxipod-50mg-suspension-30ml,Oxipod 50mg Suspension 30ml,2971
oxipod-cv-100mg-dry-syrup-30ml,OXIPOD CV 100mg Dry Syrup 30ml,95881
oxipod-cv-tablet-10-s,Oxipod CV Tablet 10-S,40629
oxipod-drops-10ml,Oxipod Drops 10ml,2983
oxipod-dt-50mg-tablet-10-s,Oxipod DT 50mg Tablet 10-S,2969
oxipod-o-tablet-10-s,Oxipod O Tablet 10-S,21912
oxizen-plus-tablet-10-s,Oxizen Plus Tablet 10-S,102382
oxra-10mg-tablet-14-s,Oxra 10mg Tablet 14-S,100381
oxra-5mg-tablet-14-s,Oxra 5mg Tablet 14-S,100382
oxramet-5-1000mg-tablet-14-s,Oxramet 5/1000Mg Tablet 14-s,105775
ozewid-cream-5gm,OZEWID Cream 5gm,109213
ozomet-g1-tablet-15-s,Ozomet G1 Tablet 15-S,41816
ozomet-g2-tablet-15-s,Ozomet G2 Tablet 15-S,41817
ozomet-pg1-tablet-15-s,Ozomet Pg1 Tablet 15-S,41808
ozomet-pg2-tablet-15-s,Ozomet Pg2 Tablet 15-S,41809
ozomet-vg-2mg-tablet-15-s,Ozomet VG 2mg Tablet 15-S,95839
ozomet-vg1-tablet-15-s,Ozomet Vg1 Tablet 15-S,94738
ozotel-amh-tablet-30-s,OZOTEL AMH Tablet 30-s,96287
ozotel-h-tablet-30-s,OZOTEL H Tablet 30-s,41807
ozx-cream-10gm,OZX Cream 10gm,108743
p-125-tablet-10-s,P 125 Tablet 10-S,29704
p-od-tablet-10-s,P OD Tablet 10-S,105408
p-scab-lotion-40ml,P Scab Lotion 40ml,94180
p2i-d-capsule-10-s,P2I D Capsule 10-S,100432
p2i-tablet-10-s,P2I Tablet 10-S,100435
pa-120-suspension-60ml,PA 120 Suspension 60ml,96710
pa-250mg-suspension-60ml,PA 250mg Suspension 60ml,96711
pabatab-bz-tablet-10-s,Pabatab BZ Tablet 10-S,26134
pacimol-active-tablet-10-s,Pacimol Active Tablet 10-S,93205
pacimol-mf-tablet-10-s,Pacimol MF Tablet 10-S,100627
panbloc-d-capsule-10-s,Panbloc D Capsule 10-S,98617
panbloc-l-75mg-40mg-tablet-10-s,Panbloc L 75mg/40mg Tablet 10-S,7620
panbrit-dsr-capsule-10-s,PANBRIT DSR Capsule 10-s,109740
pancicare-d-capsule-10-s,PANCICARE D Capsule 10-s,105166
pancicare-tablet-10-s,PANCICARE Tablet 10-s,103911
pandiff-iv-40mg-injection-1-s,Pandiff IV 40mg Injection 1-s,100161
pangift-40-injection-1-s,PANGIFT 40 Injection 1-s,101817
pangift-40-tablet-10-s,PANGIFT 40 Tablet 10-s,100252
pangift-dsr-capsule-10-s,PANGIFT DSR Capsule 10-s,100253
pankreoflat-hd-tablet-10-s,PANKREOFLAT HD Tablet 10-s,107071
panlord-40mg-tablet-10-s,Panlord 40Mg Tablet 10-s,90896
panpraz-junior-20-tablet-10-s,PANPRAZ JUNIOR 20 Tablet 10-s,91197
panpure-tablet-10-s,Panpure Tablet 10-S,7132
pansec-dsr-capsule-15-s,Pansec DSR Capsule 15-S,38001
panstal-plus-capsule-10-s,Panstal Plus Capsule 10-S,105142
pantadom-sr-capsule-10-s,Pantadom SR Capsule 10-S,97111
pantakind-dsr-capsule-10-s,Pantakind DSR Capsule 10-S,20229
pantakind-tablet-15-s,PANTAKIND Tablet 15-s,16426
pantocar-40mg-tablet-10-s,Pantocar 40mg Tablet 10-S,47712
pantocar-d-capsule-10-s,Pantocar D Capsule 10-S,47713
pantocid-40mg-tablet-15-s,Pantocid 40mg Tablet 15-S,5513
pantocid-80-tablet-15-s,PANTOCID 80 Tablet 15-s,105878
pantocid-d-capsule-10-s,Pantocid D Capsule 10-S,5568
pantocid-dsr-capsule-15-s,Pantocid DSR Capsule 15-S,14135
pantocid-hp-kit-tablet-6-s,Pantocid HP Kit Tablet 6-S,5464
pantocid-it-capsule-10-s,Pantocid IT Capsule 10-S,5579
pantodac-20mg-tablet-15-s,PANTODAC 20mg Tablet 15-s,5889
pantodac-40mg-tablet-15-s,Pantodac 40mg Tablet 15-S,5845
pantodac-dsr-capsule-15-s,Pantodac DSR Capsule 15-S,6026
pantoka-d-capsule-10-s,Pantoka D Capsule 10-S,109745
pantop-20mg-tablet-10-s,Pantop 20mg Tablet 10-S,7432
pantop-40mg-injection-1-s,Pantop 40mg Injection 1-S,7420
pantop-d-capsule-10-s,Pantop D Capsule 10-S,7452
pantop-dsr-capsule-10-s,Pantop DSR Capsule 10-S,3787
pantop-forte-tablet-10-s,Pantop Forte Tablet 10-S,95469
pantop-hp-kit-6-s,Pantop HP Kit 6-S,7225
pantop-mps-sugar-free-mint-flavour-syrup-200ml,Pantop MPS SUGAR FREE MINT FLAVOUR Syrup 200ml,96898
pantosec-40mg-tablet-10-s,Pantosec 40mg Tablet 10-S,101343
pantosec-d-tablet-10-s,Pantosec D Tablet 10-S,101344
pantosec-dsr-capsule-10-s,Pantosec DSR Capsule 10-S,106795
pantoza-40mg-tablet-10-s,PANTOZA 40mg Tablet 10-s,110489
panum-40mg-tablet-10-s,Panum 40mg Tablet 10-S,105428
panum-d-capsule-10-s,Panum D Capsule 10-S,105429
panzol-40-tablet-10-s,PANZOL 40 Tablet 10-s,96139
paraxin-250mg-capsule-10-s,Paraxin 250mg Capsule 10-S,8405
paraxin-500mg-capsule-10-s,Paraxin 500mg Capsule 10-S,8409
paraxin-suspension-100ml,Paraxin Suspension 100ml,8406
parkin-tablet-10-s,Parkin Tablet 10-S,2705
parkitidin-tablet-10-s,Parkitidin Tablet 10-S,97615
parvon-spas-tablet-10-s,PARVON SPAS Tablet 10-s,6711
parvon-sr-1000-tablet-10-s,PARVON SR 1000 Tablet 10-s,109192
pataday-ophthalmic-solution-2-5ml,PATADAY Ophthalmic Solution 2.5ml,97301
paternia-xt-tablet-10-s,Paternia XT Tablet 10-S,42425
patrova-40mg-tablet-10-s,PATROVA 40mg Tablet 10-s,99236
patrova-d-tablet-10-s,PATROVA D Tablet 10-s,11215
pecef-200mg-tablet-10-s,Pecef 200mg Tablet 10-S,2079
pedigut-gg-sachet-1gm,PEDIGUT GG Sachet 1gm,104582
pedimoist-cream-50gm,PEDIMOIST Cream 50gm,100158
pedwin-tablet-10-s,Pedwin Tablet 10-S,96557
peedesan-tooth-paste-100gm,PEEDESAN Tooth Paste 100gm,101175
peg-d-50-20-capsule-10-s,PEG D 50/20 Capsule 10-s,104684
pegclear-sugar-free-oral-solution-200ml,PEGCLEAR SUGAR FREE Oral Solution 200ml,97041
peglec-powder-137-15gm,Peglec Powder 137.15gm,9932
pelvik-gel-50gm,PELVIK Gel 50gm,103156
penegra-100mg-tablet-4-s,Penegra 100mg Tablet 4-S,5944
penegra-25mg-tablet-4-s,Penegra 25mg Tablet 4-S,5976
penegra-50mg-tablet-4-s,Penegra 50mg Tablet 4-S,5891
penetrat-tablet-10-s,Penetrat Tablet 10-S,90581
pentids-400-tablet-10-s,Pentids 400 Tablet 10-S,6809
pentids-800-tablet-10-s,Pentids 800 Tablet 10-S,6810
pepcia-20mg-tablet-10-s,Pepcia 20mg Tablet 10-S,8679
pepcia-d-capsule-10-s,Pepcia D Capsule 10-S,14608
pepdox-capsule-10-s,Pepdox Capsule 10-S,97288
peptard-20mg-tablet-15-s,Peptard 20mg Tablet 15-S,110304
peptard-d-capsule-10-s,Peptard D Capsule 10-S,110307
percin-tablet-5-s,Percin Tablet 5-S,25745
perepsy-2-tablet-7-s,PEREPSY 2 Tablet 7-s,108667
perfectil-tablet-30-s,Perfectil Tablet 30-S,90815
permite-bb-bathing-bar-75gm,PERMITE BB Bathing Bar 75gm,100056
pesilone-eye-drops-10ml,PESILONE Eye Drops 10ml,108074
pexoclav-375mg-tablet-6-s,Pexoclav 375mg Tablet 6-S,29753
pexoclav-625-tablet-10-s,PEXOCLAV 625 Tablet 10-s,29746
pexoflox-200mg-tablet-10-s,Pexoflox 200mg Tablet 10-S,93558
pexomox-250mg-tablet-10-s,Pexomox 250mg Tablet 10-S,29722
pg-nac-gel-30gm,PG Nac Gel 30gm,93868
phensedyl-cr-syrup-100ml,Phensedyl CR Syrup 100ml,99397
phexin-250mg-capsule-10-s,Phexin 250mg Capsule 10-S,143
phexin-500mg-capsule-10-s,Phexin 500mg Capsule 10-S,108
phexin-bd-375mg-tablet-10-s,Phexin BD 375mg Tablet 10-S,146
phexin-bd-750mg-tablet-10-s,Phexin BD 750mg Tablet 10-S,147
phexin-redisyp-banana-flavour-250mg-suspension-60ml,Phexin Redisyp Banana Flavour 250mg Suspension 60ml,157
phexin-redisyp-pineapple-flavour-125-suspension-60ml,PHEXIN REDISYP PINEAPPLE FLAVOUR 125 Suspension 60ml,239
phlogam-tablet-10-s,Phlogam Tablet 10-S,110150
phytoral-b-cream-15gm,Phytoral B Cream 15gm,97486
phytoral-ointment-30gm,Phytoral Ointment 30gm,97485
pimple-cure-cream-20gm,Pimple Cure Cream 20gm,7910
pinom-10mg-tablet-15-s,Pinom 10mg Tablet 15-S,25731
pinom-20mg-tablet-15-s,Pinom 20mg Tablet 15-S,25732
pinom-40mg-tablet-15-s,Pinom 40mg Tablet 15-S,25733
pinom-a-40mg-tablet-15-s,PINOM A 40mg Tablet 15-s,90637
pinom-h-20mg-tablet-15-s,PINOM H 20mg Tablet 15-s,25734
pinom-h-40mg-tablet-15-s,PINOM H 40mg Tablet 15-s,25735
pinom-m-25mg-tablet-10-s,Pinom M 25mg Tablet 10-S,103039
pinom-m-50mg-tablet-10-s,Pinom M 50mg Tablet 10-S,103040
pio-m-15mg-tablet-15-s,PIO M 15mg Tablet 15-S,40853
pioglar-15mg-tablet-10-s,Pioglar 15mg Tablet 10-S,460
pioglaz-30mg-tablet-10-s,Pioglaz 30mg Tablet 10-S,92994
pioglaz-7-5mg-tablet-10-s,Pioglaz 7.5mg Tablet 10-S,20270
pioglaz-m-tablet-10-s,Pioglaz M Tablet 10-S,92995
pioglit-15mg-tablet-10-s,Pioglit 15mg Tablet 10-S,5574
pioglit-30mg-tablet-10-s,Pioglit 30mg Tablet 10-S,5575
pioglit-7-5mg-tablet-10-s,Pioglit 7.5mg Tablet 10-S,13924
